user_id,watch_time_hours,avg_session_mins,session_count,top_genres,weekend_ratio,completion_rate
424,23.48,36.29,21,"Romance, Sci-Fi, Documentary, Animation",0.39,0.57
425,21.69,25.26,19,"Romance, Drama",0.82,0.71
426,41.86,63.5,28,"Romance, Sci-Fi",0.36,0.95
427,18.77,40.52,17,"Animation, Sci-Fi, Drama, Comedy",0.52,0.74
428,47.94,99.86,28,"Action, Romance",0.43,0.84
429,7.12,24.27,13,"Sci-Fi, Romance",0.28,0.62
430,31.91,50.22,27,"Drama, Sci-Fi, Documentary, Romance",0.3,0.53
431,14.36,27.99,13,"Romance, Thriller",0.17,0.47
432,22.43,42.57,24,"Comedy, Thriller, Documentary, Romance",0.51,0.64
433,55.36,65.99,29,"Drama, Comedy",0.3,0.95
434,7.11,29.74,10,"Drama, Animation",0.19,0.65
435,42.07,79.71,25,"Documentary, Drama",0.28,0.76
436,12.13,13.37,15,"Comedy, Documentary",0.19,0.62
437,22.67,39.12,23,"Thriller, Sci-Fi",0.76,0.51
438,34.0,51.76,26,"Thriller, Comedy, Sci-Fi, Drama",0.31,0.7
439,17.58,36.51,28,"Action, Drama, Animation, Thriller",0.34,0.52
440,23.67,45.6,14,"Sci-Fi, Animation, Comedy, Documentary",0.35,0.77
441,10.38,32.85,12,"Drama, Action",0.71,0.51
442,29.22,48.76,22,"Action, Romance, Documentary, Sci-Fi",0.51,0.58
443,26.69,51.37,34,"Documentary, Sci-Fi",0.3,0.88
444,5.47,23.71,3,"Romance, Documentary",0.23,0.58
445,8.03,27.97,11,"Comedy, Animation",0.33,0.39
446,42.42,78.5,44,"Thriller, Drama",0.27,0.87
447,15.91,26.38,23,"Documentary, Drama",0.92,0.74
448,3.03,23.43,4,"Drama, Action",0.36,0.58
449,50.32,50.57,28,"Romance, Drama",0.36,0.86
450,11.0,53.46,9,"Sci-Fi, Thriller",0.91,0.63
451,28.32,86.7,21,"Drama, Documentary",0.2,0.78
452,32.89,53.65,18,"Sci-Fi, Comedy, Action, Thriller",0.51,0.53
453,29.25,34.51,20,"Animation, Sci-Fi",0.86,0.67
454,4.36,23.92,3,"Comedy, Thriller",0.4,0.65
455,26.05,48.74,13,"Action, Animation",0.83,0.77
456,8.8,19.76,9,"Sci-Fi, Action",0.26,0.37
457,14.73,23.4,8,"Comedy, Thriller",0.28,0.59
458,8.78,23.27,13,"Action, Documentary",0.25,0.64
459,9.07,19.39,10,"Documentary, Drama",0.37,0.38
460,6.97,15.56,11,"Animation, Documentary",0.21,0.58
461,3.95,18.88,12,"Documentary, Drama",0.26,0.65
462,59.32,85.99,20,"Action, Animation",0.23,0.84
463,52.71,97.97,40,"Thriller, Sci-Fi",0.28,0.87
464,29.01,37.72,9,"Sci-Fi, Romance",0.89,0.8
465,24.33,37.72,22,"Thriller, Action",0.68,0.77
466,22.1,44.01,19,"Comedy, Action, Documentary, Thriller",0.41,0.61
467,12.86,24.85,9,"Thriller, Action",0.18,0.56
468,14.31,53.86,14,"Animation, Action",0.87,0.54
469,52.03,69.78,41,"Documentary, Action",0.35,0.87
470,44.36,68.8,38,"Drama, Sci-Fi",0.32,0.87
471,11.77,12.57,9,"Sci-Fi, Romance",0.31,0.56
472,18.37,46.31,15,"Romance, Thriller",0.73,0.84
473,4.66,22.05,14,"Sci-Fi, Documentary",0.28,0.65
474,5.41,22.48,7,"Drama, Sci-Fi",0.32,0.67
475,9.05,23.89,8,"Documentary, Romance",0.33,0.62
476,23.48,56.29,25,"Action, Romance",0.74,0.8
477,25.88,52.99,41,"Drama, Documentary",0.21,0.81
478,17.93,26.86,19,"Sci-Fi, Animation, Thriller, Action",0.31,0.66
479,11.91,21.23,6,"Romance, Sci-Fi",0.28,0.63
480,57.43,66.32,45,"Action, Documentary",0.44,0.82
481,19.06,51.07,24,"Sci-Fi, Animation, Romance, Documentary",0.5,0.77
482,12.31,29.29,7,"Comedy, Documentary",0.26,0.69
483,11.82,12.39,3,"Drama, Comedy",0.26,0.54
484,15.11,38.99,14,"Action, Animation, Sci-Fi, Romance",0.26,0.78
485,24.81,42.18,21,"Thriller, Comedy, Romance, Action",0.27,0.71
486,7.99,20.74,4,"Sci-Fi, Drama",0.24,0.66
487,20.87,53.51,29,"Action, Documentary, Sci-Fi, Drama",0.41,0.8
488,14.81,47.48,15,"Sci-Fi, Thriller",0.94,0.74
489,38.51,74.71,29,"Sci-Fi, Romance",0.21,0.87
490,19.74,35.38,14,"Comedy, Documentary",0.75,0.53
491,46.94,56.59,40,"Animation, Documentary",0.39,0.95
492,32.2,90.58,43,"Comedy, Sci-Fi",0.39,0.9
493,3.29,24.34,3,"Romance, Documentary",0.17,0.37
494,45.12,57.52,28,"Animation, Thriller",0.3,0.85
495,15.34,45.2,27,"Comedy, Animation, Sci-Fi, Romance",0.25,0.72
496,49.53,48.99,36,"Romance, Documentary",0.23,0.93
497,34.85,95.97,32,"Documentary, Comedy",0.3,0.9
498,4.64,17.82,15,"Drama, Documentary",0.36,0.45
499,34.15,25.33,27,"Animation, Romance, Documentary, Action",0.29,0.51
500,19.2,47.24,21,"Drama, Comedy, Animation, Sci-Fi",0.31,0.77
501,18.89,30.44,28,"Documentary, Sci-Fi, Romance, Action",0.51,0.76
502,28.43,32.52,16,"Sci-Fi, Drama, Comedy, Documentary",0.47,0.65
503,34.98,48.84,26,"Romance, Sci-Fi",0.28,0.85
504,9.79,17.29,8,"Sci-Fi, Comedy",0.39,0.41
505,11.55,22.82,7,"Sci-Fi, Thriller",0.36,0.4
506,18.91,52.12,23,"Comedy, Animation",0.82,0.56
507,32.17,29.2,27,"Comedy, Sci-Fi, Action, Animation",0.31,0.72
508,53.44,76.84,44,"Romance, Documentary",0.35,0.96
509,23.08,30.2,20,"Romance, Comedy",0.72,0.77
510,20.02,28.17,19,"Drama, Animation",0.8,0.73
511,8.35,13.58,12,"Documentary, Drama",0.31,0.69
512,32.66,71.82,22,"Thriller, Romance",0.27,0.8
513,22.76,52.54,11,"Comedy, Sci-Fi, Romance, Drama",0.26,0.69
514,26.57,42.1,22,"Comedy, Romance, Drama, Thriller",0.45,0.61
515,9.2,17.06,8,"Action, Romance",0.27,0.52
516,8.28,14.6,11,"Drama, Comedy",0.31,0.42
517,27.04,49.51,17,"Comedy, Thriller, Sci-Fi, Animation",0.37,0.6
518,14.21,30.64,21,"Drama, Comedy",0.66,0.52
519,56.18,53.08,25,"Animation, Romance",0.26,0.79
520,55.75,85.04,29,"Documentary, Animation",0.44,0.8
521,13.41,54.06,12,"Drama, Romance",0.89,0.79
522,18.35,45.57,24,"Animation, Thriller, Comedy, Action",0.43,0.52
523,32.08,92.28,36,"Comedy, Documentary",0.37,0.94
524,28.03,45.99,25,"Documentary, Sci-Fi",0.8,0.54
525,13.82,20.79,3,"Animation, Romance",0.37,0.62
526,17.41,26.52,24,"Documentary, Animation",0.78,0.83
527,17.01,53.16,11,"Thriller, Animation",0.78,0.59
528,34.91,93.22,33,"Action, Romance",0.26,0.75
529,43.19,65.63,26,"Sci-Fi, Action",0.37,0.82
530,8.11,21.71,7,"Sci-Fi, Romance",0.36,0.5
531,34.84,36.92,16,"Documentary, Comedy, Drama, Romance",0.37,0.74
532,15.08,35.73,19,"Drama, Animation",0.88,0.64
533,51.17,69.56,42,"Animation, Documentary",0.44,0.77
534,31.02,43.42,11,"Action, Animation, Documentary, Comedy",0.3,0.79
535,28.52,40.24,10,"Action, Sci-Fi",0.73,0.63
536,28.61,39.02,24,"Action, Animation",0.74,0.84
537,10.68,18.78,6,"Romance, Comedy",0.36,0.68
538,52.44,73.08,42,"Action, Drama",0.26,0.79
539,10.86,29.51,4,"Sci-Fi, Documentary",0.4,0.62
540,18.11,32.01,8,"Comedy, Romance",0.87,0.52
541,29.52,41.77,28,"Romance, Comedy, Documentary, Animation",0.35,0.79
542,28.59,45.12,16,"Comedy, Romance",0.7,0.68
543,21.8,28.51,26,"Romance, Sci-Fi, Thriller, Animation",0.54,0.76
544,25.4,51.51,22,"Action, Thriller",0.85,0.81
545,34.02,66.05,45,"Thriller, Animation",0.45,0.91
546,23.25,35.59,27,"Thriller, Drama, Action, Documentary",0.25,0.75
547,16.52,52.94,25,"Romance, Comedy, Sci-Fi, Animation",0.34,0.57
548,24.74,33.22,15,"Thriller, Animation",0.91,0.57
549,13.04,17.12,15,"Documentary, Romance",0.18,0.67
550,51.75,74.78,21,"Sci-Fi, Thriller",0.41,0.84
551,24.82,54.53,26,"Drama, Action, Romance, Thriller",0.33,0.57
552,28.79,26.14,19,"Drama, Thriller",0.77,0.74
553,49.44,70.3,42,"Animation, Romance",0.2,0.91
554,36.39,78.7,28,"Romance, Thriller",0.25,0.81
555,22.32,39.96,16,"Sci-Fi, Animation, Thriller, Drama",0.38,0.73
556,13.6,29.59,15,"Thriller, Romance",0.89,0.75
557,27.13,31.86,12,"Animation, Thriller",0.79,0.5
558,14.95,26.99,11,"Documentary, Drama",0.28,0.46
559,26.24,42.04,22,"Thriller, Animation, Drama, Documentary",0.28,0.55
560,40.74,63.41,31,"Romance, Drama",0.29,0.88
561,39.41,64.31,41,"Drama, Animation",0.44,0.8
562,22.1,45.2,25,"Comedy, Thriller, Romance, Drama",0.48,0.63
563,22.63,30.07,13,"Animation, Sci-Fi",0.84,0.82
564,26.98,27.5,13,"Romance, Sci-Fi",0.75,0.61
565,27.11,36.86,24,"Documentary, Thriller, Comedy, Sci-Fi",0.48,0.78
566,29.38,57.9,28,"Comedy, Documentary",0.44,0.91
567,7.76,11.91,10,"Animation, Romance",0.29,0.36
568,28.64,79.0,22,"Romance, Comedy",0.36,0.95
569,11.85,18.86,5,"Action, Documentary",0.18,0.64
570,32.21,34.76,25,"Romance, Documentary, Thriller, Comedy",0.39,0.76
571,10.09,19.13,14,"Romance, Drama",0.31,0.55
572,20.79,53.16,22,"Drama, Documentary",0.74,0.64
573,25.0,89.85,24,"Action, Sci-Fi",0.29,0.86
574,28.94,41.7,8,"Thriller, Animation",0.88,0.78
575,44.19,55.37,37,"Animation, Documentary",0.31,0.81
576,14.41,27.77,15,"Romance, Drama",0.8,0.78
577,23.26,50.6,15,"Documentary, Romance, Thriller, Drama",0.29,0.53
578,13.76,25.68,9,"Comedy, Drama",0.94,0.51
579,17.5,38.15,10,"Documentary, Comedy, Drama, Thriller",0.32,0.55
580,30.71,39.95,21,"Sci-Fi, Action, Comedy, Animation",0.39,0.74
581,30.51,27.14,25,"Romance, Animation, Thriller, Action",0.3,0.77
582,59.11,84.31,32,"Action, Comedy",0.39,0.85
583,24.71,28.29,14,"Romance, Drama",0.79,0.74
584,10.55,10.84,11,"Romance, Comedy",0.28,0.44
585,32.75,50.91,16,"Animation, Drama, Action, Comedy",0.54,0.57
586,26.69,36.87,17,"Documentary, Sci-Fi, Romance, Comedy",0.25,0.51
587,30.42,32.46,25,"Action, Documentary, Drama, Comedy",0.28,0.69
588,29.4,57.8,37,"Documentary, Sci-Fi",0.4,0.92
589,3.26,17.56,14,"Documentary, Sci-Fi",0.18,0.66
590,21.18,44.0,23,"Sci-Fi, Drama",0.71,0.57
591,15.51,54.1,25,"Documentary, Drama",0.7,0.69
592,25.83,38.62,30,"Action, Romance, Drama, Animation",0.4,0.72
593,6.85,11.27,11,"Documentary, Animation",0.35,0.42
594,10.36,16.45,13,"Comedy, Action",0.23,0.38
595,5.14,10.63,4,"Animation, Sci-Fi",0.27,0.38
596,20.52,49.55,16,"Comedy, Action",0.66,0.58
597,10.87,28.57,4,"Sci-Fi, Romance",0.27,0.57
598,26.44,52.8,9,"Action, Sci-Fi",0.9,0.59
599,54.21,49.29,26,"Thriller, Romance",0.44,0.77
600,13.79,43.42,15,"Animation, Sci-Fi",0.82,0.83
601,51.82,76.71,41,"Comedy, Documentary",0.31,0.9
602,9.6,20.09,13,"Documentary, Drama",0.19,0.7
603,26.0,54.91,21,"Sci-Fi, Romance, Comedy, Animation",0.37,0.69
604,7.5,21.0,14,"Documentary, Thriller",0.21,0.69
605,50.42,99.06,39,"Romance, Action",0.2,0.78
606,34.69,31.44,20,"Romance, Documentary, Animation, Sci-Fi",0.26,0.75
607,4.13,19.21,5,"Thriller, Comedy",0.18,0.48
608,31.22,27.76,22,"Comedy, Sci-Fi, Drama, Thriller",0.42,0.57
609,8.86,27.98,14,"Romance, Action",0.29,0.67
610,11.57,26.96,18,"Animation, Documentary",0.75,0.79
611,55.44,57.47,40,"Animation, Action",0.41,0.96
612,25.49,34.58,28,"Thriller, Comedy, Action, Documentary",0.29,0.65
613,25.06,45.13,10,"Animation, Comedy",0.72,0.6
614,7.03,19.52,14,"Comedy, Thriller",0.16,0.49
615,25.48,29.56,12,"Animation, Sci-Fi",0.79,0.57
616,9.73,29.94,11,"Animation, Drama",0.21,0.38
617,28.94,67.75,31,"Action, Animation",0.29,0.82
618,18.39,35.49,24,"Thriller, Comedy, Sci-Fi, Drama",0.44,0.63
619,12.09,27.06,4,"Drama, Animation",0.33,0.44
620,15.27,45.81,13,"Sci-Fi, Comedy, Documentary, Romance",0.34,0.64
621,5.45,20.47,7,"Drama, Sci-Fi",0.29,0.57
622,38.18,94.83,36,"Romance, Comedy",0.21,0.79
623,16.06,44.64,10,"Sci-Fi, Animation, Action, Documentary",0.27,0.7
624,32.35,44.48,17,"Comedy, Drama, Thriller, Romance",0.54,0.65
625,31.52,72.54,34,"Action, Comedy",0.34,0.91
626,21.67,36.8,15,"Sci-Fi, Documentary, Drama, Comedy",0.26,0.71
627,31.24,43.77,22,"Action, Romance, Drama, Comedy",0.52,0.74
628,7.1,17.86,5,"Thriller, Documentary",0.17,0.48
629,9.87,18.53,7,"Drama, Comedy",0.38,0.47
630,9.97,23.68,6,"Drama, Thriller",0.37,0.46
631,10.87,21.3,5,"Comedy, Documentary",0.23,0.55
632,31.79,29.37,10,"Animation, Thriller, Drama, Documentary",0.48,0.76
633,18.04,30.64,14,"Romance, Documentary, Animation, Sci-Fi",0.31,0.73
634,10.16,14.62,3,"Documentary, Comedy",0.24,0.59
635,24.24,38.09,20,"Thriller, Comedy",0.8,0.55
636,39.3,98.28,28,"Thriller, Animation",0.44,0.8
637,3.79,28.54,10,"Sci-Fi, Animation",0.37,0.52
638,27.75,39.96,9,"Sci-Fi, Thriller",0.83,0.79
639,43.22,69.84,21,"Animation, Sci-Fi",0.42,0.81
640,44.52,73.39,40,"Documentary, Thriller",0.44,0.79
641,30.47,33.58,15,"Action, Sci-Fi, Romance, Comedy",0.38,0.68
642,26.6,40.81,24,"Drama, Thriller",0.68,0.77
643,16.47,25.87,22,"Thriller, Documentary",0.83,0.75
644,33.75,83.04,42,"Comedy, Action",0.4,0.92
645,49.72,79.87,22,"Drama, Thriller",0.33,0.84
646,10.88,30.98,18,"Drama, Comedy",0.82,0.73
647,5.15,24.24,9,"Documentary, Drama",0.23,0.61
648,4.41,12.63,6,"Action, Thriller",0.15,0.62
649,27.11,44.02,8,"Thriller, Romance",0.83,0.67
650,19.07,40.47,8,"Thriller, Action",0.72,0.69
651,4.78,23.07,3,"Romance, Drama",0.19,0.36
652,26.72,67.93,25,"Drama, Thriller",0.24,0.82
653,33.63,27.79,19,"Comedy, Animation, Thriller, Romance",0.35,0.77
654,35.25,52.4,42,"Animation, Romance",0.41,0.83
655,11.35,22.24,4,"Comedy, Thriller",0.29,0.69
656,23.54,50.43,18,"Sci-Fi, Comedy, Romance, Documentary",0.41,0.8
657,20.39,47.12,23,"Thriller, Sci-Fi",0.89,0.81
658,34.59,25.05,10,"Thriller, Animation, Romance, Documentary",0.39,0.74
659,10.91,37.24,14,"Romance, Drama",0.65,0.57
660,35.77,72.87,30,"Sci-Fi, Drama",0.39,0.78
661,24.49,46.56,8,"Sci-Fi, Documentary",0.9,0.57
662,28.32,52.9,12,"Sci-Fi, Thriller",0.79,0.72
663,28.56,26.96,24,"Sci-Fi, Romance",0.74,0.75
664,32.29,82.7,45,"Comedy, Documentary",0.43,0.93
665,31.81,35.17,22,"Animation, Comedy, Romance, Action",0.44,0.75
666,29.11,34.43,11,"Thriller, Drama, Documentary, Animation",0.33,0.53
667,9.3,13.5,8,"Comedy, Thriller",0.35,0.62
668,52.97,94.77,24,"Romance, Animation",0.25,0.96
669,17.87,51.15,26,"Action, Thriller, Animation, Romance",0.45,0.54
670,25.14,96.28,41,"Sci-Fi, Thriller",0.41,0.95
671,28.61,87.14,43,"Romance, Sci-Fi",0.28,0.88
672,6.85,13.85,7,"Comedy, Drama",0.28,0.62
673,4.89,12.29,12,"Sci-Fi, Romance",0.29,0.39
674,20.42,53.3,19,"Romance, Documentary, Drama, Animation",0.42,0.55
675,11.01,26.01,9,"Animation, Thriller",0.68,0.52
676,11.46,27.83,13,"Sci-Fi, Drama",0.36,0.59
677,31.35,46.39,27,"Documentary, Romance, Comedy, Action",0.27,0.78
678,11.95,35.86,22,"Drama, Animation",0.79,0.83
679,33.26,36.76,20,"Documentary, Thriller, Action, Sci-Fi",0.49,0.76
680,12.26,41.75,13,"Drama, Romance",0.73,0.62
681,39.2,84.29,23,"Romance, Documentary",0.28,0.9
682,18.02,39.47,15,"Animation, Action",0.81,0.84
683,19.16,45.82,23,"Sci-Fi, Romance, Documentary, Comedy",0.49,0.63
684,10.95,11.56,14,"Documentary, Drama",0.29,0.52
685,53.77,54.69,32,"Animation, Drama",0.22,0.78
686,22.9,27.15,14,"Action, Animation",0.9,0.81
687,10.93,19.06,7,"Thriller, Comedy",0.25,0.55
688,20.99,48.83,19,"Sci-Fi, Action, Romance, Animation",0.53,0.78
689,26.95,54.84,9,"Action, Documentary",0.76,0.69
690,17.19,33.47,10,"Animation, Sci-Fi, Drama, Thriller",0.32,0.71
691,17.63,44.08,13,"Animation, Documentary",0.79,0.57
692,31.8,29.63,14,"Action, Comedy, Sci-Fi, Thriller",0.29,0.52
693,29.5,29.75,12,"Documentary, Animation",0.84,0.65
694,22.46,40.9,21,"Sci-Fi, Comedy",0.82,0.66
695,8.1,10.15,10,"Romance, Thriller",0.36,0.43
696,15.67,26.14,25,"Documentary, Sci-Fi, Action, Comedy",0.46,0.53
697,24.3,27.35,29,"Comedy, Sci-Fi, Animation, Romance",0.28,0.64
698,27.26,52.11,27,"Documentary, Romance, Sci-Fi, Drama",0.48,0.64
699,17.06,59.22,17,"Romance, Sci-Fi",0.74,0.51
700,16.23,39.19,15,"Romance, Animation, Sci-Fi, Documentary",0.42,0.7
701,35.04,49.54,36,"Romance, Comedy",0.22,0.93
702,20.5,32.71,13,"Drama, Sci-Fi, Thriller, Documentary",0.43,0.77
703,6.14,24.02,10,"Action, Drama",0.2,0.53
704,58.86,77.75,24,"Animation, Documentary",0.41,0.92
705,14.76,40.41,13,"Sci-Fi, Action",0.71,0.76
706,30.11,28.48,15,"Documentary, Sci-Fi, Romance, Comedy",0.39,0.64
707,23.67,38.65,16,"Action, Drama",0.69,0.8
708,17.64,36.05,24,"Sci-Fi, Animation",0.85,0.51
709,22.21,47.82,16,"Comedy, Drama",0.75,0.59
710,19.22,48.64,15,"Thriller, Romance",0.87,0.71
711,28.55,54.8,20,"Comedy, Action, Thriller, Animation",0.41,0.7
712,48.99,64.33,43,"Action, Romance",0.27,0.79
713,26.99,77.68,26,"Comedy, Action",0.44,0.9
714,7.51,25.28,13,"Comedy, Sci-Fi",0.29,0.69
715,6.04,19.34,4,"Romance, Animation",0.31,0.67
716,23.84,48.37,18,"Romance, Animation",0.73,0.77
717,38.4,63.3,21,"Drama, Thriller",0.26,0.94
718,42.21,96.07,39,"Comedy, Documentary",0.3,0.9
719,14.37,47.52,22,"Comedy, Action",0.86,0.54
720,30.54,25.56,25,"Action, Sci-Fi, Thriller, Drama",0.29,0.69
721,11.4,28.09,12,"Documentary, Thriller",0.15,0.6
722,18.08,50.47,10,"Documentary, Action",0.81,0.5
723,21.67,34.08,11,"Comedy, Drama, Romance, Animation",0.44,0.79
724,54.44,86.82,29,"Action, Thriller",0.36,0.79
725,6.59,17.8,4,"Comedy, Sci-Fi",0.31,0.48
726,24.71,29.9,14,"Thriller, Documentary",0.66,0.85
727,11.26,43.92,17,"Documentary, Action",0.8,0.84
728,36.87,63.57,43,"Documentary, Sci-Fi",0.21,0.78
729,11.89,14.66,4,"Action, Thriller",0.16,0.4
730,33.49,80.68,20,"Romance, Animation",0.24,0.76
731,40.97,54.39,38,"Comedy, Thriller",0.22,0.94
732,3.76,14.05,8,"Animation, Drama",0.35,0.69
733,59.15,76.68,24,"Thriller, Animation",0.28,0.97
734,45.76,63.45,23,"Drama, Sci-Fi",0.27,0.92
735,26.07,38.16,28,"Animation, Documentary, Comedy, Action",0.26,0.53
736,11.61,25.25,10,"Romance, Thriller",0.86,0.71
737,23.85,32.22,16,"Drama, Romance",0.81,0.64
738,45.87,84.45,39,"Romance, Drama",0.44,0.89
739,10.09,33.25,11,"Sci-Fi, Animation",0.95,0.84
740,8.57,22.53,6,"Drama, Sci-Fi",0.22,0.42
741,19.95,30.59,9,"Thriller, Documentary",0.67,0.63
742,21.69,49.15,24,"Drama, Comedy, Action, Thriller",0.26,0.72
743,27.48,57.94,34,"Thriller, Sci-Fi",0.35,0.82
744,19.6,28.3,17,"Thriller, Documentary, Comedy, Action",0.28,0.72
745,21.7,26.9,21,"Documentary, Comedy",0.69,0.82
746,17.47,41.02,14,"Thriller, Drama",0.84,0.84
747,3.39,21.37,7,"Documentary, Thriller",0.18,0.65
748,12.12,14.4,7,"Drama, Romance",0.3,0.63
749,4.04,27.14,10,"Documentary, Animation",0.37,0.43
750,15.58,50.55,15,"Thriller, Romance",0.72,0.65
751,13.97,27.97,9,"Documentary, Sci-Fi",0.4,0.36
752,39.9,66.69,45,"Documentary, Thriller",0.4,0.94
753,4.0,25.06,14,"Drama, Documentary",0.33,0.68
754,19.78,54.97,10,"Documentary, Animation, Romance, Sci-Fi",0.39,0.59
755,59.17,70.51,24,"Sci-Fi, Documentary",0.42,0.84
756,24.08,25.05,10,"Action, Drama",0.77,0.74
757,25.06,49.43,25,"Comedy, Romance",0.82,0.57
758,29.72,26.64,21,"Sci-Fi, Thriller, Romance, Action",0.52,0.53
759,22.33,44.45,12,"Drama, Documentary, Comedy, Romance",0.42,0.73
760,47.72,85.56,44,"Thriller, Animation",0.35,0.97
761,6.85,27.96,11,"Comedy, Drama",0.32,0.45
762,24.05,40.04,13,"Romance, Thriller, Documentary, Drama",0.39,0.66
763,31.59,93.62,22,"Romance, Action",0.22,0.96
764,30.77,51.16,24,"Action, Drama",0.32,0.95
765,29.39,43.95,12,"Action, Drama",0.79,0.65
766,3.76,27.44,6,"Sci-Fi, Thriller",0.36,0.53
767,28.12,48.6,25,"Documentary, Thriller, Drama, Romance",0.43,0.71
768,13.78,16.13,15,"Romance, Animation",0.22,0.52
769,30.19,60.64,25,"Romance, Comedy",0.35,0.79
770,13.07,23.86,13,"Comedy, Action",0.35,0.41
771,26.49,38.23,21,"Action, Sci-Fi, Drama, Animation",0.31,0.67
772,7.47,20.8,5,"Action, Thriller",0.28,0.39
773,25.37,58.17,18,"Sci-Fi, Documentary",0.7,0.84
774,24.48,33.69,28,"Documentary, Drama, Sci-Fi, Action",0.45,0.74
775,28.0,29.88,25,"Thriller, Documentary",0.69,0.51
776,16.85,26.65,30,"Romance, Comedy, Action, Sci-Fi",0.31,0.66
777,23.54,58.52,24,"Action, Sci-Fi",0.77,0.67
778,22.95,46.48,23,"Romance, Drama, Animation, Sci-Fi",0.36,0.61
779,27.49,28.07,22,"Documentary, Drama",0.87,0.65
780,12.67,29.41,9,"Comedy, Documentary",0.33,0.49
781,6.64,29.77,11,"Animation, Action",0.4,0.37
782,39.33,95.29,33,"Drama, Comedy",0.24,0.86
783,12.99,15.79,10,"Romance, Thriller",0.16,0.64
784,14.49,52.69,12,"Documentary, Action",0.73,0.83
785,23.34,39.76,30,"Romance, Thriller, Action, Documentary",0.32,0.54
786,26.62,41.97,18,"Comedy, Drama, Romance, Sci-Fi",0.44,0.64
787,54.58,53.96,21,"Drama, Documentary",0.24,0.86
788,3.63,17.22,13,"Romance, Drama",0.38,0.47
789,42.99,87.15,25,"Drama, Romance",0.39,0.89
790,32.45,49.8,19,"Sci-Fi, Action, Romance, Documentary",0.33,0.71
791,31.47,25.39,26,"Animation, Drama, Comedy, Action",0.33,0.73
792,4.85,14.42,6,"Comedy, Thriller",0.35,0.55
793,28.32,29.08,12,"Romance, Sci-Fi",0.93,0.67
794,17.78,38.26,29,"Drama, Sci-Fi, Documentary, Action",0.41,0.79
795,32.78,92.12,24,"Thriller, Comedy",0.37,0.82
796,39.87,86.97,23,"Animation, Action",0.22,0.93
797,4.29,25.86,11,"Romance, Action",0.3,0.51
798,35.56,45.56,23,"Thriller, Romance",0.4,0.96
799,5.22,17.03,4,"Romance, Documentary",0.19,0.61
800,22.04,50.65,29,"Comedy, Animation, Romance, Action",0.32,0.67
801,11.59,29.29,5,"Comedy, Documentary",0.38,0.54
802,17.33,45.63,22,"Sci-Fi, Thriller",0.85,0.54
803,14.29,32.96,11,"Documentary, Action",0.88,0.61
804,8.95,17.23,7,"Sci-Fi, Thriller",0.29,0.36
805,38.47,70.13,43,"Documentary, Comedy",0.28,0.97
806,15.81,54.94,14,"Documentary, Sci-Fi",0.91,0.81
807,18.59,54.96,25,"Comedy, Action, Documentary, Thriller",0.45,0.62
808,23.9,59.21,13,"Sci-Fi, Comedy",0.67,0.84
809,12.46,54.33,23,"Romance, Animation",0.73,0.75
810,17.12,48.33,20,"Drama, Animation",0.95,0.68
811,12.16,33.77,23,"Action, Documentary",0.72,0.83
812,54.06,72.4,20,"Sci-Fi, Comedy",0.44,0.84
813,27.44,27.89,12,"Documentary, Animation, Thriller, Comedy",0.45,0.66
814,28.24,39.71,18,"Action, Animation, Documentary, Thriller",0.41,0.74
815,38.43,62.3,32,"Drama, Romance",0.31,0.76
816,32.69,29.92,23,"Documentary, Animation, Action, Romance",0.29,0.71
817,23.2,48.99,23,"Action, Thriller",0.79,0.8
818,24.89,54.13,29,"Romance, Drama, Action, Sci-Fi",0.45,0.73
819,29.49,65.15,45,"Sci-Fi, Thriller",0.39,0.76
820,39.99,99.56,33,"Thriller, Comedy",0.29,0.9
821,26.85,52.31,12,"Drama, Action, Romance, Documentary",0.51,0.53
822,41.13,92.49,38,"Action, Sci-Fi",0.33,0.85
823,21.76,59.5,20,"Comedy, Animation",0.82,0.61
824,12.0,48.63,18,"Sci-Fi, Comedy",0.8,0.78
825,22.27,38.08,25,"Comedy, Animation, Romance, Documentary",0.44,0.79
826,20.3,33.92,28,"Comedy, Sci-Fi, Romance, Action",0.37,0.57
827,20.47,41.99,26,"Comedy, Sci-Fi, Drama, Romance",0.39,0.56
828,23.66,41.2,16,"Documentary, Sci-Fi, Romance, Comedy",0.37,0.58
829,46.97,73.39,25,"Documentary, Drama",0.34,0.8
830,28.69,50.43,9,"Drama, Comedy",0.81,0.63
831,11.96,25.31,9,"Comedy, Sci-Fi",0.25,0.65
832,13.15,15.34,7,"Thriller, Documentary",0.31,0.44
833,4.36,13.84,6,"Documentary, Romance",0.35,0.46
834,18.44,56.7,14,"Romance, Animation",0.7,0.55
835,28.17,30.28,11,"Action, Documentary, Animation, Drama",0.54,0.65
836,32.34,52.02,23,"Comedy, Thriller, Sci-Fi, Documentary",0.52,0.7
837,4.34,24.69,4,"Romance, Thriller",0.28,0.64
838,33.33,51.73,45,"Animation, Documentary",0.28,0.94
839,14.23,14.36,4,"Documentary, Thriller",0.19,0.69
840,32.26,26.68,27,"Sci-Fi, Romance, Thriller, Documentary",0.36,0.78
841,14.56,27.59,5,"Romance, Action",0.24,0.6
842,54.45,81.42,21,"Thriller, Drama",0.37,0.93
843,16.19,58.55,19,"Thriller, Animation",0.92,0.74
844,17.77,56.84,20,"Romance, Action",0.93,0.82
